date,Volume,VWAP,Open,Close,High,Low,Trades,SMA_20,SMA_50,SMA_100
2024-06-14,309320376.0,131.2028,129.96,131.88,132.84,128.32,2139338,113.09375,97.45598000000001,88.38118499999999
2024-06-17,288504444.0,131.7099,132.99,130.98,133.73,129.58,2129586,115.01880000000001,98.31541999999999,89.07736500000001
2024-06-18,294335054.0,134.2899,131.14,135.58,136.33,130.69,2094327,117.05879999999999,99.28435999999999,89.816995
2024-06-20,517768425.0,134.9879,139.8,130.78,140.76,129.52,4054160,118.82849999999999,100.19287999999999,90.51448500000001
2024-06-21,655484664.0,126.9651,127.12,126.57,130.63,124.3,3275090,120.40950000000001,100.9835,91.155535
2024-06-24,476060866.0,120.3857,123.24,118.11,124.46,118.04,3695132,121.12505000000002,101.53338,91.708895
2024-06-25,425787456.0,123.6267,121.2,126.09,126.5,119.32,2612448,122.1061,102.29146,92.354525
2024-06-26,362975918.0,125.0824,126.13,126.4,128.12,122.6,2344732,122.73105000000001,103.09944,92.988255
2024-06-27,252571693.0,124.2968,124.1,123.99,126.41,122.92,1568643,123.1893,103.83094000000001,93.566555
2024-06-28,315516740.0,124.7805,124.58,123.54,127.71,122.75,1766932,123.8413,104.62104000000001,94.10863499999999
2024-07-01,284885534.0,122.7261,123.47,124.3,124.84,118.83,1916767,124.57464999999999,105.41362,94.66940499999998
2024-07-02,218373969.0,122.2874,121.13,122.67,123.41,121.03,1485578,124.95815,106.34302,95.195115
2024-07-03,215748955.0,125.2315,121.66,128.28,128.28,121.36,1539314,125.55030000000002,107.31826000000001,95.781505
2024-07-05,214176689.0,127.0084,127.38,125.83,128.85,125.68,1599103,125.7198,108.1864,96.31847499999999
2024-07-08,237677322.0,128.5819,127.49,128.2,130.77,127.04,1727969,126.0799,109.15686,96.877995
2024-07-09,287020820.0,131.3782,130.35,131.38,133.82,128.65,1935856,126.6045,110.13182,97.47051499999999
2024-07-10,248978569.0,134.2217,134.03,134.91,135.1,132.42,1721405,127.26050000000001,111.07532,98.080615
2024-07-11,374782738.0,130.1267,135.75,127.4,136.15,127.05,3011881,127.585,111.86818,98.628035
2024-07-12,252680535.0,129.8742,128.26,129.24,131.92,127.22,1739258,127.787,112.72494,99.194305
2024-07-15,208326164.0,128.8513,130.56,128.44,131.39,127.18,1685022,127.72849999999998,113.63292,99.784185
2024-07-16,214769515.0,126.2883,128.44,126.36,129.04,124.58,1644381,127.45249999999999,114.44377999999999,100.37306500000001
2024-07-17,390086189.0,119.0147,121.35,117.99,121.85,116.72,3385334,126.803,115.02780000000001,100.767585
2024-07-18,320979530.0,119.8376,121.85,121.09,122.4,116.56,2406040,126.07849999999999,115.60679999999998,101.19031500000001
2024-07-19,217223800.0,119.0038,120.35,117.93,121.6,117.37,1613498,125.436,116.15432000000001,101.57869500000001
2024-07-22,258068943.0,122.4333,120.35,123.54,124.07,119.86,1720699,125.28450000000001,116.81688,102.027085
2024-07-23,173910983.0,123.212,122.78,122.59,124.69,122.1,1308702,125.5085,117.49374,102.476355
2024-07-24,327776884.0,116.336,119.17,114.25,119.95,113.44,2515415,124.91650000000001,117.98118000000001,102.82773499999999
2024-07-25,460067019.0,112.7374,113.04,112.28,116.63,106.3,3637632,124.2105,118.41879999999999,103.12774500000002
2024-07-26,293399073.0,113.5171,116.19,113.06,116.2,111.58,1840632,123.66399999999999,118.85288,103.405975
2024-07-29,248152068.0,113.1562,113.69,111.59,116.28,111.3,1626151,123.06649999999999,119.19208,103.662235
2024-07-30,486833274.0,105.7571,111.52,103.73,111.99,102.54,3512361,122.03800000000001,119.3795,103.81253500000001
2024-07-31,473174182.0,115.3992,112.9,117.02,118.34,110.88,2931761,121.75550000000001,119.87032,104.056045
2024-08-01,523462326.0,112.0842,117.53,109.21,120.16,106.8104,3403077,120.80199999999999,120.15892,104.272865
2024-08-02,482027464.0,105.4549,103.76,107.27,108.72,101.37,3599286,119.874,120.39659999999999,104.48782499999999
2024-08-05,552842375.0,98.9778,92.06,100.45,103.41,90.69,4742029,118.4865,120.50659999999999,104.57319500000001
2024-08-06,409012089.0,104.9146,103.84,104.25,107.71,100.55,2769475,117.13,120.51562,104.706815
2024-08-07,411440423.0,102.9205,107.81,98.91,108.8,98.69,2815244,115.33000000000001,120.36444000000002,104.81647500000001
2024-08-08,391910023.0,102.8457,102.0,104.97,105.5,97.52,2575270,114.2085,120.18582,104.98781
2024-08-09,290844157.0,104.896,105.64,104.75,106.6,103.43,1877403,112.984,119.98431999999998,105.15075999999999
2024-08-12,325559870.0,109.1402,106.32,109.02,111.07,106.26,2097337,112.01299999999999,119.95472,105.34698
2024-08-13,312646660.0,114.5345,112.44,116.14,116.23,111.58,2004702,111.502,120.08485999999999,105.60466000000001
2024-08-14,339246407.0,116.8819,118.53,118.08,118.6,114.07,2113443,111.50649999999999,120.14645999999999,105.87110999999999
2024-08-15,318086673.0,121.4398,118.76,122.86,123.24,117.47,1922786,111.595,120.27492000000001,106.15682000000001
2024-08-16,302589872.0,123.6872,121.94,124.58,125.0,121.18,1734119,111.92749999999998,120.31772000000001,106.4526
2024-08-19,318333577.0,127.0945,124.28,130.0,130.0,123.42,1931131,112.25049999999999,120.49776,106.82699000000001
2024-08-20,300087415.0,127.8132,128.4,127.25,129.88,125.89,1880955,112.48349999999998,120.625,107.19699
2024-08-21,257883572.0,128.1194,127.315,128.5,129.35,126.66,1536510,113.19599999999998,120.7592,107.57843000000001
2024-08-22,376189076.0,126.2928,130.02,123.74,130.75,123.1,2223729,113.769,120.8158,107.9122
2024-08-23,323230332.0,128.146,125.86,129.37,129.6,125.22,2023760,114.5845,120.89920000000001,108.31138000000001
2024-08-26,331964672.0,127.2543,129.57,126.46,131.26,124.37,2151679,115.328,120.83619999999999,108.68634
2024-08-27,303134573.0,127.6165,125.05,128.3,129.2,123.88,1842908,116.5565,120.76459999999999,109.11029
2024-08-28,448101115.0,124.6532,128.12,125.61,128.33,122.64,3217206,116.98599999999999,120.65719999999999,109.48630999999999
2024-08-29,453023305.0,120.4049,121.355,117.59,124.43,116.71,3447866,117.405,120.2974,109.79088
2024-08-30,333751583.0,119.1339,119.53,119.37,121.75,117.22,1932949,118.00999999999999,120.0692,110.13104000000001
